0	0
0.000240929	0.000440163
0.000308231	0.00140842
0.000519489	0.00232739
0.000912643	0.00423398
9.07447e-06	0.00532213
-0.000891249	0.0137218
0.000520971	0.0276657
-0.00419611	0.0761511
-0.00469754	0.0939019
-0.00803397	0.129437
-0.00897353	0.152896
-0.0114363	0.197772
-0.0158503	0.214287
-0.0167032	0.258352
-0.0187798	0.276812
-0.0239371	0.316763
-0.0284993	0.339464
-0.0275069	0.380732
-0.0319785	0.399258
-0.0317129	0.442725
-0.035653	0.461006
-0.0407906	0.511744
-0.0445062	0.532083
-0.0512374	0.584326
-0.0539379	0.609922
-0.0613373	0.660522
-0.0644713	0.687073
-0.0681804	0.751945
-0.0742859	0.790428
-0.0855758	0.871908
-0.0912293	0.927018
-0.0960571	0.940762
-0.105631	1.00233
-0.115676	1.0904
-0.120534	1.13765
-0.132475	1.23073
-0.139316	1.2784
-0.149316	1.36685
-0.151213	1.40781
-0.162387	1.49436
-0.166536	1.54086
-0.176331	1.62652
-0.178125	1.67124
-0.185373	1.75368
-0.192978	1.79487
-0.200651	1.88088
-0.204339	1.92557
-0.214686	2.01292
-0.219211	2.05811
-0.228405	2.14292
-0.235259	2.18806
-0.249071	2.28119
-0.252366	2.32448
-0.263067	2.41244
-0.268516	2.45604
-0.275056	2.54775
-0.274151	2.59068
-0.276684	2.67562
-0.278047	2.71888
-0.278419	2.79578
-0.273838	2.8432
-0.280212	2.92991
-0.277383	2.96974
-0.275563	3.04272
-0.279924	3.07706
-0.285097	3.13718
-0.287804	3.16801
-0.301306	3.22883
-0.307058	3.25886
-0.313429	3.30446
-0.322841	3.32237
-0.335873	3.36492
-0.345932	3.39118
-0.361974	3.42887
-0.381337	3.44579
-0.41004	3.49207
-0.42747	3.51915
-0.477268	3.57961
-0.489476	3.60686
-0.535853	3.65742
-0.557574	3.67237
-0.609022	3.71888
-0.642518	3.73791
-0.67503	3.7608
-0.704738	3.77441
-0.765619	3.81363
-0.793332	3.82907
-0.87277	3.8602
-0.909582	3.87552
-0.966299	3.89807
-1.00991	3.91164
-1.08936	3.94399
-1.12042	3.94902
-1.18698	3.97007
-1.22533	3.9741
-1.29431	3.99256
-1.33921	3.99129
-1.40537	3.9996
-1.44208	4.00117
-1.51865	4.00122
-1.59499	3.99682
