0	0
0.000334004	0.0012267
-6.84226e-05	0.00123189
-0.000174144	0.00196964
-0.000994391	0.00232861
-0.0015383	0.00348714
-0.0015546	0.00512374
-0.00240591	0.00542821
-0.00260288	0.00628934
-0.00264102	0.00799384
-0.00312204	0.00877475
-0.0031528	0.0106401
-0.0032556	0.013135
-0.00389229	0.013268
-0.00476237	0.0142818
-0.00477605	0.0146951
-0.00528186	0.0166655
-0.00600626	0.0177157
-0.00636952	0.0195916
-0.00661906	0.0192189
-0.00646877	0.0200432
-0.00537512	0.0216793
-0.0060185	0.0220428
-0.00628796	0.0334337
-0.00771404	0.0390094
-0.00691791	0.0612773
-0.00593183	0.0734228
-0.00576018	0.10446
-0.00782714	0.12324
-0.00888768	0.153975
-0.00972152	0.178693
-0.0109109	0.211574
-0.011598	0.229426
-0.0107697	0.273234
-0.0129164	0.291519
-0.0109715	0.342799
-0.0141775	0.363916
-0.0139479	0.415975
-0.0138711	0.439308
-0.0119623	0.495304
-0.0145568	0.52778
-0.0146128	0.571757
-0.0159476	0.596457
-0.0162672	0.655284
-0.0148568	0.676946
-0.0179354	0.734051
-0.0135752	0.759058
-0.0148658	0.813603
-0.0170849	0.84208
-0.0169741	0.894021
-0.0198568	0.924625
-0.0186015	0.976598
-0.0185884	1.00375
-0.0223424	1.05621
-0.0202362	1.08842
-0.02035	1.14671
-0.0216561	1.17299
-0.0192733	1.23227
-0.0240086	1.26112
-0.0245451	1.30911
-0.0269291	1.33595
-0.0254856	1.39169
-0.0230261	1.41763
-0.0263931	1.47395
-0.0228325	1.49945
-0.0245565	1.56379
-0.0252362	1.59748
-0.0274692	1.65903
-0.0262215	1.69256
-0.0260724	1.76179
-0.0283203	1.79543
-0.0275767	1.86717
-0.027145	1.89575
-0.0251506	1.96005
-0.0285547	1.99608
-0.0277308	2.0631
-0.0275334	2.09454
-0.029149	2.16458
-0.0307789	2.20364
-0.032008	2.25916
-0.0296124	2.30617
-0.0316105	2.3658
-0.0288571	2.42327
-0.0284837	2.42077
-0.0256931	2.48913
-0.0270413	2.55297
-0.0254769	2.58865
-0.0271296	2.66364
-0.025706	2.68607
-0.0283273	2.76091
-0.0272117	2.78787
-0.0301274	2.85543
-0.0304983	2.89015
-0.0298636	2.95331
-0.0308727	3.00898
-0.0311975	3.04833
-0.0334954	3.10755
-0.0331996	3.13963
-0.0272772	3.21018
-0.0286936	3.24884
-0.029033	3.31477
-0.0265815	3.34275
-0.0280481	3.41069
-0.0265169	3.44921
-0.0273315	3.51568
-0.0220202	3.54806
-0.0219686	3.61137
-0.0269337	3.64946
-0.0286033	3.71725
-0.0266953	3.74943
-0.0230603	3.81839
-0.0269572	3.84994
-0.0259469	3.92852
-0.0236086	3.95919
-0.0231846	4.02785
-0.0258622	4.06034
-0.0265048	4.12967
-0.0244506	4.16423
-0.0271525	4.23419
-0.0285436	4.26694
-0.0265958	4.33693
-0.024421	4.36773
-0.0215415	4.43067
-0.0244184	4.46567
-0.0240177	4.53666
-0.0209276	4.56593
-0.0189926	4.63699
-0.0215962	4.67506
-0.0215933	4.74195
-0.021013	4.77204
-0.0199612	4.83853
-0.0239454	4.86814
-0.0239042	4.93291
-0.0218847	4.96965
-0.0224358	5.03882
-0.0221137	5.06767
-0.0220533	5.13401
-0.0170812	5.17009
-0.017822	5.2433
-0.0161149	5.28061
-0.0171043	5.3544
-0.0145155	5.387
-0.0139481	5.46013
-0.0157103	5.50405
-0.0151048	5.57274
-0.0179114	5.6468
-0.0117074	5.68902
-0.0113717	5.75989
-0.0153354	5.79089
-0.0120737	5.86992
-0.0114649	5.90805
-0.00608469	5.97975
-0.00809103	6.0122
-0.00998323	6.06954
-0.011201	6.10654
-0.010872	6.17168
-0.0118291	6.20951
-0.0116343	6.27376
-0.0117491	6.31397
-0.0114768	6.3829
-0.00703023	6.41467
-0.00447291	6.48811
-0.0109402	6.52453
-0.0144292	6.60402
-0.010674	6.63861
-0.0127245	6.71035
-0.0149045	6.74886
-0.0153335	6.81906
-0.0133204	6.85578
-0.0135318	6.93109
-0.00869149	6.97378
-0.00749778	7.04977
-0.0134635	7.08474
-0.0107125	7.16148
-0.0121749	7.19982
-0.00918824	7.28007
-0.00774949	7.31757
-0.00412294	7.39355
-0.00853746	7.43379
-0.00672369	7.50642
-0.00429003	7.54187
-0.00859977	7.62193
-0.00344401	7.65655
-0.00180141	7.73263
-0.0040343	7.76983
-0.00301435	7.84201
-0.00520291	7.87761
-0.00331892	7.95804
-0.000795475	7.99538
-0.00115482	8.06776
-0.000836463	8.10459
0.00213563	8.18629
0.000614975	8.22609
-0.00253247	8.30157
-0.000602369	8.33525
0.000586901	8.41109
-0.00117577	8.45377
-0.000417843	8.52938
-0.00256191	8.56821
0.000696071	8.65153
-0.000853118	8.68754
-0.000560821	8.76853
0.0034195	8.80927
0.00805075	8.88559
0.00839139	8.93028
0.0117223	9.01167
0.0139915	9.05538
0.0115595	9.1315
0.0101404	9.17832
0.016154	9.26678
0.0128197	9.30342
0.0102622	9.39015
0.0195981	9.42634
0.0189525	9.51272
0.0224968	9.55532
0.0186054	9.64187
0.0232915	9.68463
0.0263652	9.77101
0.0225139	9.81657
0.023157	9.90178
0.0217103	9.94748
0.0273135	10.0356
0.0247411	10.0781
0.023051	10.1632
0.0247871	10.2032
0.027435	10.2893
0.0224476	10.3305
0.0225482	10.4112
0.0213146	10.4572
0.0268979	10.5365
0.02135	10.5827
0.0211026	10.6712
0.0256959	10.7123
0.0218642	10.7998
0.0303092	10.8385
0.0272733	10.9242
0.0294113	10.9692
0.0335191	11.0505
0.0315072	11.0957
0.0345361	11.1804
0.0321482	11.2218
0.037427	11.3093
0.0343581	11.357
0.0359913	11.4395
0.0360874	11.4856
0.0387314	11.5723
0.0392678	11.6131
0.0409422	11.7035
0.0399727	11.7473
0.0455883	11.8289
0.0442128	11.8767
0.0474005	11.9715
0.0485391	12.0155
0.0507605	12.1136
0.0532037	12.1568
0.0558128	12.2498
0.0537511	12.2966
0.0564412	12.3884
0.0587711	12.4368
0.0570931	12.5263
0.0570846	12.571
0.0617487	12.6488
0.0658868	12.6975
0.0630953	12.7828
0.0608135	12.8225
0.0664057	12.8895
0.0654505	12.9254
0.0656955	12.9983
0.0662019	13.0319
0.0703957	13.1011
0.062163	13.1402
0.0653544	13.2008
0.0690225	13.2362
0.0682887	13.3056
0.0726023	13.3486
0.0735355	13.4298
0.0700814	13.4735
0.0843904	13.5531
0.0859795	13.6023
0.088203	13.6563
0.09774	13.6956
0.108382	13.7877
0.113604	13.8262
0.131928	13.9066
0.133556	13.9461
0.157773	14.0287
0.179622	14.0681
0.198367	14.1598
0.210523	14.2004
0.248827	14.2776
0.253596	14.3213
0.295108	14.3963
0.307213	14.4435
0.344417	14.5073
0.365906	14.5505
0.410186	14.6213
0.43146	14.6579
0.471619	14.7246
0.48987	14.7724
0.538927	14.8383
0.565166	14.8762
0.621423	14.9612
0.680548	15.0442
0.730543	15.1236
0.757432	15.1521
0.808463	15.2104
0.835484	15.2393
0.888664	15.3015
0.916069	15.3268
0.968412	15.3846
0.994841	15.4122
1.05033	15.4645
1.07882	15.4926
1.13218	15.5448
1.1589	15.5709
1.21347	15.6238
1.24622	15.6488
1.29875	15.6988
1.33011	15.7238
1.39199	15.7716
1.41906	15.7937
1.48409	15.8432
1.5137	15.8668
1.57906	15.9117
1.60659	15.9426
1.67215	15.983
1.70027	16.0108
1.76216	16.0561
1.79303	16.0764
1.85604	16.1211
1.8905	16.1409
1.95496	16.1863
1.98635	16.2123
2.05344	16.2599
2.08235	16.2877
2.14736	16.3289
2.18144	16.3501
2.24719	16.3984
2.28331	16.4198
2.3446	16.4655
2.37664	16.4898
2.44181	16.5363
2.47122	16.5594
2.54008	16.6064
2.57468	16.6311
2.63942	16.6804
2.67538	16.6984
2.74093	16.7485
2.77935	16.7714
2.84723	16.8191
2.88331	16.8448
2.95452	16.8928
3.02579	16.9408
3.09711	16.9887
3.1685	17.0365
3.23513	17.0768
3.27153	17.1025
3.34297	17.1335
3.37831	17.1573
3.4494	17.1979
3.48387	17.216
3.55037	17.25
3.58432	17.2707
3.65219	17.3029
3.68749	17.3165
3.75974	17.3493
3.79514	17.3659
3.86692	17.3931
3.90386	17.4096
3.97529	17.4355
4.01146	17.4499
4.08345	17.4739
4.12139	17.4891
4.19609	17.5162
4.22851	17.5219
